uname,sex,message,like,uid,location,emotion,sentiment_score
括胡,男,男女主都没错啊，或者说都有错，也可以看出男女思维的差异，男主自以为理性，女主也太感性，一个先为了现实到处跑后停下来坚持梦想，一个先留在原地坚持梦想被现实打败后为了梦想到处跑，虽然5年没法互相陪伴对方，但是凭什么可以坚持了梦想却没不去坚持爱情？导演最后告诉大家没错，我是有一万种方式可以让男女主终成眷属，但是我拒绝！就因为我和跟我一起写下这个剧本的前妻离婚了！所以我就是要让他们因为梦想失去真爱！,8,10921877,未知,非常积极,1.00 
青女月初九,女,当年LALALAND热映 我在UCDavis上学 年过半百每天依然西装革履的室内建筑学教授prof Kessler在临下课前突然说起了这个电影 说他推荐我们去看而且自己不喜欢这个结局 但有很多人喜欢 于是那天晚上拉着朋友去镇上一家小影院看了这场电影  电影院人很少 我记得那天是周二有不错的折扣 但我们还是享受着几乎包场的氛围 那时候我离开LA快两年 Griffith天文台停车是真的很难 长队排到半山腰 在山上是真的可以看到最美的LA夜景 最美的星空 当年坐在昏暗的影院里看到结尾泪流满面 好像不能更同意prof Kessler的话 故事很美 但我更喜欢圆满的结局 今晚翻到看第二遍 好像思绪能把我带回到以前 甚至带回到那个有你陪我看LA夜景的夜晚 我果然还是不喜欢这个结局,8,16221492,未知,非常积极,1.00 
绞洛,保密,回来了,8,3858206,四川,中性,0.46 
Perri_Chan,保密,有的人分手时看的是你的名字，有的人却是lalaland,8,178683628,未知,非常积极,0.81 
给我一套稳定器,保密,这一部是我最爱的电影，此次在b站上映是我又纠结又兴奋的事，喜的是我很多次想像在一个弹幕网站上其他人会不会和我一样有着一样的共鸣，我想看看大家留下的弹幕，大家在每一个经典的地方的反应，忧的是毕竟本人觉得看电影是一种很私密性的行为，毕竟每个人看电影都会有不理解，不认同，甚至因为自己的不理解去诋毁这样子的电影，对于真正热爱电影的人其实方面看到这部电影骂声一片真的特别伤心，得亏还有这样子一个净土可以让我看到大家的真实观影情绪，猛男落泪呀！其实还有挺多想说的，但是我觉的没必要说了，因为在本片中经典场面里不止一个人说出我我想说的话了。,8,9647564,未知,非常积极,1.00 
徐徐徐徐徐徐徐某,保密,最近课业繁忙，三刷这部电影分成了好几次，今晚看最后的20多分钟，最后20分钟之前情绪都没有太大波动，我还寻思是我之前看的时候太感性了吗，结果等两人五年后重逢在sebs，男主说Welcome to the sebs的时候，感觉一下就来了，再配上他弹的熟悉的曲子，故事开始重写，曾经发生过的一件件事被改写，如果我们当时坚定地和对方待在一起，一起相处很多的时间，会不会结果会不同。he的是我们都实现了自己的梦想，be的是我们最后没有在一起。人生没有如果，曲终人就该散了，对视过后女主角也很利落的转头离开了，过去的事情已经无法改变，当下的结局就是最好的,8,1324674501,四川,非常积极,1.00 
EstarLee,男,初闻不知曲中意，再听已是曲中人,8,13007220,未知,积极,0.71 
熠旦的现身,男,《爱乐之城》是我看过的最优秀的电影作品。我终其一生也作不出来如此细腻至极的东西 我此生绝对作不出天文馆里那段现实与魔幻，永远做不出如此有意境的结尾。这结尾简直是神来之笔，天赐一般。庆幸此生看了这部电影。它没有那么宏大的内涵和深意，但我认为它是代表一个作者能作出的表现力方面的最高程度。是真诚至极的一部作品。,8,452384097,未知,非常积极,1.00 
dys丁特尔,保密,看花束般的恋爱想到了这部，二刷,8,64496338,未知,非常积极,0.93 
账号已注销,保密,"看完之后说有感觉，但似乎也没什么感觉。
就是那种触动无法忘怀。
爱情，就像我试镜失败心情低落。突然想起你我约定一起看电影，心情突然开心起来。
就像是深陷生活，听到熟悉了钢琴音乐，会不由自主的想起你。
就像是你弹钢琴时专注的样子，同我追逐梦想的专注别无二致。
就像是看着你完成梦想之后的欣慰。
虽然我们的生活之中没有了彼此，但最后的短短几分钟，我们已经幻想好了彼此相爱后的一生。虽然是假的，但也是真的。我们都实现了彼此的梦想，都有了向往的生活，都能活的幸福。这就好啦。
梦想让我们相遇，但也让我们分离。
但是，我们都不后悔彼此的选择
因为，
因为我们曾经爱过
因为，
因为我们承诺会永远爱着彼此。",10,184617761,未知,非常积极,1.00 
心碎岛屿_,保密,电影没毛病，弹幕哪来那么多低能，感觉跟没看过电影一样的，复制一堆文案还要强行公情自己那点失败的爱，把自己代入进主角balabala，有你事啊,10,1471480672,重庆,非常积极,0.98 
米娜桑嘟太奶,女,时隔了这么久，连b站都上爱乐之城了，而你还没有男朋友女朋友,11,94491641,未知,非常积极,0.95 
说是不是苦艾酒,保密,弹幕恼人只能说，很多人在男女主吵架闹分手那段都在指责女主，说什么女主任性想走就能走，感觉都没有好好看剧情，明明她们都是为了对方想 再回那样做。,7,21685629,未知,非常积极,1.00 
Cissne,男,弹幕从最有趣的陪伴变成了最恶心人的情怀,7,3120427,未知,非常积极,1.00 
肥芋泥,保密,虽然生活大多数时候都不能尽如人意，但是这些意难平会成为推动自己成长的动力。大家都会过上自己想要的生活，成为自己喜欢的样子。共勉。,7,4124962,未知,非常积极,1.00 
小_卷_卷_卷,男,90介绍所来的。。。,7,238777129,未知,消极,0.21 
榆深一禾,女,都2021了，还有人看爱乐之城吗,7,556166029,未知,积极,0.71 
猫猫你啊是心软的神吧,保密,"全剧中最欢乐的地方是眼泪最多的地方。
在想象中我已和你过完一生。",7,153785927,未知,非常积极,0.99 
Nalasy,女,"后劲太大了
虽然有缺憾但是在我眼中是最好的结局吧",7,3132018,未知,非常积极,1.00 
月音こな,保密,刷印度的多多少少沾点脑瘫,7,11503760,未知,中性,0.46 
蘸着石油吃辣条,男,"我倒真没有什么情感方面的冲击。男女主并没有不可调和的矛盾。在矛盾爆发的那一夜，两人的观点都不是不可调和的，两人的分别更像是激情殆尽后的清醒，并且在这时候两人又各自找到了自己的人生路，那么就这样分开就好了呀。
两人因对梦想的执着而结识，在最困难的日子给予对方力量，最后两人各自实现了自己的梦想拥有了成功的人生。可能是，彼此为对方做过那么多曾经那个夜晚那么浪漫曾经互相说过那么多次我爱你，最终却没能走到一起。但那重要吗？并不呀，爱和分离一直是一个课题。当你领悟它时就会明白，人与人之间其实只要拥有过一些瞬间就足够了。
所以这部剧根本没有意难平，没有人被生活打垮，也没有爱情被生活碾碎，只是一个现实又美好的故事罢了。
它对我的冲击更多是艺术方面的，简直难以用语言描述，太震撼了，精美又舒展，各方面都极具表达力，简直难以言语",7,356044112,山东,非常积极,1.00 
Mitcke,保密,看弹幕真的发现男女思维的不同和差异，真的感觉很多男女其实并不适合在一起，反而同性之间更合适，因为会互相理解，有些东西会感同身受,7,1392545,四川,非常积极,1.00 
一斤枣糕,保密,本来来b站开会员就是为了开弹幕，现在这弹幕质量又不得不关掉捂脸,7,399109585,未知,非常消极,0.09 
深海DeepDream,男,"把回忆酿成晚霞
揉碎粉红与深蓝
伴随爵士轻饮
即使回味苦涩
也有旧日晚风
吹拂在山岚之上
奏着昔日的梦想
跳着虚构的华章",7,169405225,新疆,非常积极,1.00 
我爱小熊喵,男,我希望某些低俗的人可以理解，当大家沉浸在电影里绝美的场景时，一句低级三俗的话有多让人恶心,7,3754064,未知,消极,0.36 
让我先云,保密,首先，这是个歌舞剧，欣赏不来请直接关闭谢谢,7,3.55E+15,广西,非常积极,0.97 
亞瑟柯克蘭,女,电影院结尾哭成狗，在看一遍还是哭了，音乐一响眼泪登场大哭大哭大哭,7,38701270,云南,非常积极,1.00 
buingbuing__,保密,yejun真的是小话痨！爱了,7,15496615,上海,积极,0.75 
西街买cola,保密,石头姐又拿奥斯卡啦喜欢,7,500713495,四川,积极,0.76 
巧克力丨星丘,男,复活吧！！我的爱人！！大哭大哭,7,351401286,福建,非常积极,0.90 
纷乱腥雨坠红尘,保密,啊？什么时候消失的,7,21578240,广东,中性,0.59 
newtest9,保密,那个，，其实开头是致敬一名老艺术家费德里科的！有一部电影叫八部半其中有一个片段就是和爱乐之城开头一样。。,7,444695811,未知,非常积极,1.00 
拾-五,男,哔哩哔哩矿业无限公司小电视赞,7,23966586,未知,非常积极,0.94 
dilidilidisp,保密,感觉弹幕完全没看懂，就开始baba，烦死了,7,477245930,湖北,非常消极,0.07 
尔岂k,保密,情人节居然没人吗囧还以为会有很多人来看呢，每隔几年就要来看一遍，浪漫的日子啊,7,35298836,广东,非常积极,0.85 
toliw,女,给我哭嘎过去了，妈的，本来不难受，这个幻想真是一刀扎我心里了，哭的我直冒鼻涕泡,7,92680578,辽宁,积极,0.74 
蛋挞蛋挞蛋挞挞挞挞挞,保密,发现这部影片右上角没有bilbil的标记 是不是想让我们尽情截屏！每个镜头都太美啦啦,7,672809089,河北,中性,0.54 
繁星宇月,男,为啥色弱慎入？,7,227403489,江苏,非常消极,0.01 
Anonymouse-_-,保密,你为了爱情丢掉的东西很可能便是爱情存在的基础,7,1228983685,未知,非常积极,1.00 
你笑得很好看,男,疫情期间看了这个电影心情都舒畅了,7,14954183,未知,非常积极,0.96 
食与愿违,保密,"两情若在长久时，又岂在朝朝暮暮。
多年后若你身旁的人不是我  我依然祝愿陪伴你的是你所爱
这辈子做的最简单的事就是爱上你
这辈子最难的事是爱你
若不能执手偕老  那便相忘于江湖
不能成为你的翅膀 更不能成为你的枷锁
去吧 爱人  飞向你的天空",7,81314161,未知,非常积极,1.00 
Veserrep,男,爱太脆弱了，以至于人们都只敢浅浅的表达，甚至只需要一次小小的误会便能将其摧毁,7,350245472,未知,非常积极,0.99 
体验用户10086,女,至少我们拥有过一个盛夏,7,65589427,未知,非常积极,0.95 
fanyunk,保密,乃琳！我好喜欢你啊！为了你，我要看爱乐之城！给心心给心心给心心给心心给心心给心心给心心给心心给心心给心心给心心给心心给心心给心心,9,12466782,未知,非常积极,1.00 
FRDLemonFish,男,"影评《爱乐之城》
一部只能用情商去看的电影，该片音乐要是停 算我输，整个片常常一言不合就唱歌，有点歌舞青春的感觉，也很让人尴尬（就不能好好说话吗），剧情来讲 一部专讲爱情的电影，可谓让人高潮不投入，低谷很无聊，甚至一度有些让我犯困（才不会说是因为憋尿才不睡的）。不过这部电影回想的时候 很多细节是可圈可点的，如果满分是10分的话 我可以给到95分以上。
电影有很强的时间概念 同时也暗示了男女主的感情发展，（冬）春夏秋冬的季节轮回，大致分为五个篇章，第一个冬季，俩人落魄的擦肩相遇，春季升温的感情，夏季炽火般的恋情，秋季分歧的感伤，直到五年后冬天的偶然重逢，情节安排可谓是天衣无缝。
在说说演员演技方面，本片是2D的记叙性电影，没有一丝特效（天空飞舞那里不算，5毛钱的特效 算特效吗）所以一部音乐为主的电影，最主要的还是靠这演员的功底，弹琴唱歌 跳舞 特别是踢踏舞，拥有着艺术性的享受（所以只能用情商去看）
总体来讲 《爱乐之城》是带给我们最美的浪漫，毕竟这是一部音乐片，好听的音乐时时响起，无论是开场的长镜头大场面，还是爵士声，以及夜街踢踏，或者是电音音乐 都有效的推动了剧情，而画面则成为想象的补充，表现手法十分到位。
最后的结尾，是我点评最想说的地方。五年后，无意的相见本以为是一个浪漫的开头，但也交代了女主已经为人妻 为人母了，男主看到了女主 选择弹 和女主在一起弹的最多的 女主最喜欢的《繁星之城》，男主在弹琴中述说了自己的对女主的那份不变的感情，但女主也已有了家庭，转身离开后又不舍的相望了对方，本以为会有句深情的告白，结局确实对彼此新生活的祝福
体会到，爱一个人 可以改变自己，爱一个人 可以委屈自己，爱一个人 可以奋力拼搏向往的生活，只是爱一个人，可能她最终不会成为你的伴侣，最牵挂的人，最后也可能变成你安心祝福的人，从情人到朋友，用一个眼神交代了一个电影的结局，一种残阳般的浪漫美，得不到 但我仍爱你。
电影中还有很多伏笔和镜头非常精妙，演员的表情动作都潜藏着很多细节，看完后会有一种，这就是真实的爱情的感觉。
另外我想说，在你落魄之时，别人给你的理解鼓励 ，还有那份相协前行，是一辈子最刻苦铭心的。
     2017年跟暗恋对象一起看完的剧，现在我们彼此都有了另外的人，但心中都在祝福着对方。",13,14918883,未知,非常积极,1.00 
